en~CBN-001~2022-09-01.txt,"<tr data-child-content='[here]'><td tabindex=""-1""></td><td tabindex=""-1"">2022-09-01</td><td tabindex=""-1"">CBN-001</td><td tabindex=""-1"">Updated Standard Instructions 2003ACB for use in CanadaBuys (SAP Ariba)</td><td tabindex=""-1"">No change</td><td tabindex=""-1"">2022-3</td></tr>"
en~CBN-002~2022-10-19.txt,"<tr data-child-content='[here]'><td tabindex=""-1""></td><td tabindex=""-1"">2022-10-19</td><td tabindex=""-1"">CBN-002</td><td tabindex=""-1"">Standard Instructions 2004ACB – Goods or Services – Non-competitive Requirements for use in CanadaBuys (SAP Ariba)</td><td tabindex=""-1"">No change</td><td tabindex=""-1"">2022-4</td></tr>"
en~CBN-003~2023-04-24.txt,"<tr data-child-content='[here]'><td tabindex=""-1""></td><td tabindex=""-1"">2023-04-24</td><td tabindex=""-1"">CBN-003</td><td tabindex=""-1"">General Conditions 2030ACB: Higher Complexity – Goods and General Conditions 2035ACB: Higher Complexity – Services for use in CanadaBuys (SAP Ariba)</td><td tabindex=""-1"">No change</td><td tabindex=""-1"">2023-1</td></tr>"
en~PN-01~1995-11-03.txt,"<tr data-child-content='[here]'><td tabindex=""-1""></td><td tabindex=""-1"">1995-11-03</td><td tabindex=""-1"">PN-01</td><td tabindex=""-1"">ARCHIVED: Limitation of Total Expenditure in Standing Offers</td><td tabindex=""-1"">1996-2</td><td tabindex=""-1"">N/A</td></tr>"
en~PN-02~1995-12-12.txt,"<tr data-child-content='[here]'><td tabindex=""-1""></td><td tabindex=""-1"">1995-12-12</td><td tabindex=""-1"">PN-02</td><td tabindex=""-1"">ARCHIVED: Responsibility for the Procurement Process</td><td tabindex=""-1"">1997-1</td><td tabindex=""-1"">N/A</td></tr>"
en~PN-03~1996-02-02.txt,"<tr data-child-content='[here]'><td tabindex=""-1""></td><td tabindex=""-1"">1996-02-02</td><td tabindex=""-1"">PN-03</td><td tabindex=""-1"">ARCHIVED: Contracting with Former Public Servants</td><td tabindex=""-1"">1996-2</td><td tabindex=""-1"">N/A</td></tr>"
en~PN-03R~2007-11-26.txt,"<tr data-child-content='[here]'><td tabindex=""-1""></td><td tabindex=""-1"">2007-11-26</td><td tabindex=""-1"">PN-03R</td><td tabindex=""-1"">ARCHIVED: Contracting with Former Public Servants</td><td tabindex=""-1"">2010-1</td><td tabindex=""-1"">2010-1</td></tr>"
en~PN-03R2~2020-05-04.txt,"<tr data-child-content='[here]'><td tabindex=""-1""></td><td tabindex=""-1"">2020-05-04</td><td tabindex=""-1"">PN-03R2</td><td tabindex=""-1"">Policy updates for contracting with former public servants</td><td tabindex=""-1"">2020-1</td><td tabindex=""-1"">2020-1</td></tr>"
en~PN-04~1996-03-29.txt,"<tr data-child-content='[here]'><td tabindex=""-1""></td><td tabindex=""-1"">1996-03-29</td><td tabindex=""-1"">PN-04</td><td tabindex=""-1"">ARCHIVED: Payment on Due Date Policy</td><td tabindex=""-1"">N/A</td><td tabindex=""-1"">1996-2</td></tr>"
en~PN-05~1996-04-03.txt,"<tr data-child-content='[here]'><td tabindex=""-1""></td><td tabindex=""-1"">1996-04-03</td><td tabindex=""-1"">PN-05</td><td tabindex=""-1"">ARCHIVED: Aboriginal Set-aside Programs</td><td tabindex=""-1"">1997-2</td><td tabindex=""-1"">N/A</td></tr>"
en~PN-05U~1996-12-30.txt,"<tr data-child-content='[here]'><td tabindex=""-1""></td><td tabindex=""-1"">1996-12-30</td><td tabindex=""-1"">PN-05U</td><td tabindex=""-1"">ARCHIVED: Set-aside Program for Aboriginal Business - Conducting Set-aside Procurements</td><td tabindex=""-1"">1997-2</td><td tabindex=""-1"">1997-2</td></tr>"
en~PN-05U2~1999-12-14.txt,"<tr data-child-content='[here]'><td tabindex=""-1""></td><td tabindex=""-1"">1999-12-14</td><td tabindex=""-1"">PN-05U2</td><td tabindex=""-1"">ARCHIVED: The Procurement Strategy for Aboriginal Business</td><td tabindex=""-1"">N/A</td><td tabindex=""-1"">N/A</td></tr>"
en~PN-06~1996-04-26.txt,"<tr data-child-content='[here]'><td tabindex=""-1""></td><td tabindex=""-1"">1996-04-26</td><td tabindex=""-1"">PN-06</td><td tabindex=""-1"">ARCHIVED: Competitive Bids Submitted by Foreign Firms</td><td tabindex=""-1"">1996-2</td><td tabindex=""-1"">1996-1</td></tr>"
en~PN-07~1996-05-16.txt,"<tr data-child-content='[here]'><td tabindex=""-1""></td><td tabindex=""-1"">1996-05-16</td><td tabindex=""-1"">PN-07</td><td tabindex=""-1"">ARCHIVED: Procurements Subject to CLCAs and AIT</td><td tabindex=""-1"">N/A</td><td tabindex=""-1"">N/A</td></tr>"
en~PN-07R~1996-08-05.txt,"<tr data-child-content='[here]'><td tabindex=""-1""></td><td tabindex=""-1"">1996-08-05</td><td tabindex=""-1"">PN-07R</td><td tabindex=""-1"">ARCHIVED: Procurements Subject to CLCAs and AIT</td><td tabindex=""-1"">1999-1</td><td tabindex=""-1"">N/A</td></tr>"
en~PN-08~1996-06-19.txt,"<tr data-child-content='[here]'><td tabindex=""-1""></td><td tabindex=""-1"">1996-06-19</td><td tabindex=""-1"">PN-08</td><td tabindex=""-1"">ARCHIVED: Amendment to the Ontario Labour Legislation</td><td tabindex=""-1"">1996-3</td><td tabindex=""-1"">1996-2</td></tr>"
en~PN-09~1996-07-05.txt,"<tr data-child-content='[here]'><td tabindex=""-1""></td><td tabindex=""-1"">1996-07-05</td><td tabindex=""-1"">PN-09</td><td tabindex=""-1"">ARCHIVED: Posting of Procurement Plans and Contract Summaries</td><td tabindex=""-1"">N/A</td><td tabindex=""-1"">N/A</td></tr>"
en~PN-10~1996-08-12.txt,"<tr data-child-content='[here]'><td tabindex=""-1""></td><td tabindex=""-1"">1996-08-12</td><td tabindex=""-1"">PN-10</td><td tabindex=""-1"">ARCHIVED: New Departmental Name</td><td tabindex=""-1"">1996-3</td><td tabindex=""-1"">1996-2</td></tr>"
en~PN-100~2010-11-08.txt,"<tr data-child-content='[here]'><td tabindex=""-1""></td><td tabindex=""-1"">2010-11-08</td><td tabindex=""-1"">PN-100</td><td tabindex=""-1"">ARCHIVED: Removal of Solicitation Checklist</td><td tabindex=""-1"">2011-1</td><td tabindex=""-1"">N/A</td></tr>"
en~PN-102~2010-12-20.txt,"<tr data-child-content='[here]'><td tabindex=""-1""></td><td tabindex=""-1"">2010-12-20</td><td tabindex=""-1"">PN-102</td><td tabindex=""-1"">ARCHIVED: Managing Urgent Acquisitions</td><td tabindex=""-1"">2011-1</td><td tabindex=""-1"">N/A</td></tr>"
en~PN-103~2013-03-21.txt,"<tr data-child-content='[here]'><td tabindex=""-1""></td><td tabindex=""-1"">2013-03-21</td><td tabindex=""-1"">PN-103</td><td tabindex=""-1"">ARCHIVED: Emergency Requirements</td><td tabindex=""-1"">2013-3</td><td tabindex=""-1"">N/A</td></tr>"
en~PN-104~2011-10-04.txt,"<tr data-child-content='[here]'><td tabindex=""-1""></td><td tabindex=""-1"">2011-10-04</td><td tabindex=""-1"">PN-104</td><td tabindex=""-1"">ARCHIVED: Implementation of New Processes for Basic and Standard Procurements</td><td tabindex=""-1"">2012-3</td><td tabindex=""-1"">N/A</td></tr>"
en~PN-105~2012-04-05.txt,"<tr data-child-content='[here]'><td tabindex=""-1""></td><td tabindex=""-1"">2012-04-05</td><td tabindex=""-1"">PN-105</td><td tabindex=""-1"">ARCHIVED: Chapter 6, Approvals and Authorities: Changes further to the New Processes for Basic and Standard Procurements</td><td tabindex=""-1"">2012-1</td><td tabindex=""-1"">N/A</td></tr>"
